14-mar-2019,,,,,,,,,,,,,,,
iShares Floating Rate Bond ETF,,,,,,,,,,,,,,,
Inception Date,14-jun-2011,,,,,,,,,,,,,,
Fund Holdings as of,14-mar-2019,,,,,,,,,,,,,,
Total Net Assets,"USD 10,535,607,458.24",,,,,,,,,,,,,,
Number of Securities,707.00,,,,,,,,,,,,,,
Share,"207,400,000.00",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Nombre,Clase de activo,Peso (%),Precio,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Cupón (%),Plazo,YTM (%),Yield to Call (%),Yield to Worst (%),Duración,Par Value
TORONTO-DOMINION BANK/THE,Fixed Income,0.15,100.06,"15,858,095.21","15,858,095.21",Banca,BG04C63,US89114QBV95,2.93,24-oct-2019,2.75,--,2.75,0.11,"15,786,000.00"
PHILLIPS 66,Fixed Income,0.15,99.97,"15,854,730.47","15,854,730.47",Energía,BDVLF52,US718546AS30,3.25,26-feb-2021,3.30,--,3.30,0.20,"15,836,000.00"
BANK OF NOVA SCOTIA,Fixed Income,0.15,100.26,"15,850,683.10","15,850,683.10",Banca,BF04YQ0,US064159JF41,3.25,07-mar-2022,3.22,--,3.22,0.24,"15,799,000.00"
BECTON DICKINSON AND COMPANY,Fixed Income,0.15,99.88,"15,843,951.04","15,843,951.04",Consumo no cíclico,BYZ8VM5,US075887BU29,3.64,06-jun-2022,3.75,--,3.75,0.23,"15,850,000.00"
GOLDMAN SACHS GROUP INC/THE,Fixed Income,0.15,100.01,"15,822,697.63","15,822,697.63",Banca,BZ576M4,US38141GWN05,3.78,24-jul-2023,3.68,--,3.68,0.12,"15,740,000.00"
TD AMERITRADE HOLDING CORPORATION,Fixed Income,0.15,100.03,"15,780,773.63","15,780,773.63",Corretaje/Gestor deActivos/Bolsas,--,US87236YAG35,3.17,01-nov-2021,3.10,--,3.10,0.13,"15,720,000.00"
GILEAD SCIENCES INC,Fixed Income,0.15,100.00,"15,761,708.13","15,761,708.13",Consumo no cíclico,BF97NQ3,US375558BQ50,3.04,20-sep-2019,2.93,--,2.93,0.02,"15,650,000.00"
NATIONAL AUSTRALIA BANK LIMITED 144A,Fixed Income,0.15,100.93,"15,759,621.51","15,759,621.51",Banca,BD1QRY0,US6325C0DH12,3.67,10-ene-2022,3.23,--,3.23,0.09,"15,515,000.00"
BANCO SANTANDER SA,Fixed Income,0.15,100.81,"15,740,088.10","15,740,088.10",Banca,BDRXFF2,US05964HAA32,4.36,11-abr-2022,3.98,--,3.98,0.10,"15,498,666.00"
BARCLAYS PLC,Fixed Income,0.15,99.98,"15,737,979.81","15,737,979.81",Banca,BD73KH9,US06738EAT29,4.41,10-ene-2023,4.34,--,4.34,0.09,"15,620,000.00"
BARCLAYS PLC (FRN),Fixed Income,0.15,98.95,"15,722,392.95","15,722,392.95",Banca,--,US06738EBF16,4.11,15-feb-2023,4.44,--,4.44,0.16,"15,840,000.00"
DEUTSCHE BANK AG (NEW YORK BRANCH),Fixed Income,0.15,97.87,"15,671,710.98","15,671,710.98",Banca,BF1HSD3,US251526BQ11,3.58,22-ene-2021,4.72,--,4.72,0.10,"15,930,000.00"
GENERAL DYNAMICS CORPORATION,Fixed Income,0.15,100.22,"15,645,508.88","15,645,508.88",Bienes de Capital,--,US369550BF47,3.08,11-may-2021,2.95,--,2.95,0.17,"15,570,000.00"
SANTANDER UK PLC,Fixed Income,0.15,99.78,"15,583,247.46","15,583,247.46",Banca,--,US80283LAW37,3.25,15-nov-2021,3.43,--,3.43,0.17,"15,580,000.00"
KOMMUNALBANKEN AS 144A,Fixed Income,0.15,100.38,"15,571,291.56","15,571,291.56",Propiedad sin garantía,BDCHK98,US50048MCB46,3.12,16-jun-2020,2.69,--,2.69,0.26,"15,396,000.00"
CREDIT AGRICOLE SA (LONDON BRANCH) 144A,Fixed Income,0.15,99.13,"15,569,550.02","15,569,550.02",Banca,--,US22535WAF41,3.80,24-abr-2023,3.94,--,3.94,0.10,"15,625,000.00"
COOPERATIEVE RABOBANK UA (NEW YORK MTN,Fixed Income,0.15,100.18,"15,550,766.56","15,550,766.56",Banca,--,US21688AAH59,3.21,09-ago-2019,2.76,--,2.76,0.15,"15,480,000.00"
COMMONWEALTH BANK OF AUSTRALIA 144A,Fixed Income,0.15,100.35,"15,514,551.50","15,514,551.50",Banca,BF2XVV9,US2027A0JA88,3.38,07-nov-2019,2.80,--,2.80,0.15,"15,410,000.00"
ROYAL BANK OF CANADA MTN,Fixed Income,0.15,100.00,"15,385,713.90","15,385,713.90",Banca,BL95JN8,US78010USP39,3.32,15-mar-2019,2.54,--,2.54,0.00,"15,263,000.00"
WELLS FARGO & COMPANY,Fixed Income,0.15,101.02,"15,334,105.89","15,334,105.89",Banca,BYMX2V9,US949746SL69,3.89,24-ene-2023,3.52,--,3.43,0.13,"15,100,000.00"
ENBRIDGE INC,Fixed Income,0.15,99.87,"15,321,020.25","15,321,020.25",Energía,--,US29250NAU90,3.18,10-ene-2020,3.21,--,3.21,0.09,"15,255,000.00"
BP CAPITAL MARKETS AMERICA INC.,Fixed Income,0.15,100.26,"15,282,304.19","15,282,304.19",Energía,--,US10373QBD16,3.45,19-sep-2022,3.25,--,3.25,0.02,"15,120,000.00"
DEUTSCHE BANK AG (NEW YORK BRANCH),Fixed Income,0.14,99.71,"15,264,959.91","15,264,959.91",Banca,BF41TV7,US251525AV32,3.77,13-jul-2020,3.89,--,3.89,0.09,"15,215,000.00"
DOMINION ENERGY INC 144A,Fixed Income,0.14,100.04,"15,259,176.97","15,259,176.97",Eléctrico,BF7GWD2,US25746UCU16,3.18,01-jun-2019,3.05,--,3.05,0.22,"15,235,000.00"
AUSTRALIA & NEW ZEALAND BANKING GR 144A,Fixed Income,0.14,100.36,"15,215,991.46","15,215,991.46",Banca,BYQMSL4,US05252ACU34,3.18,19-ago-2020,2.92,--,2.92,0.18,"15,130,000.00"
DIAGEO CAPITAL PLC,Fixed Income,0.14,100.02,"15,135,472.76","15,135,472.76",Consumo no cíclico,--,US25243YAW93,2.92,18-may-2020,2.90,--,2.90,0.18,"15,105,000.00"
SKANDINAVISKA ENSKILDA BANKEN AB MTN 144A,Fixed Income,0.14,100.24,"15,107,046.35","15,107,046.35",Banca,BYY5Z81,US83051GAG38,3.18,13-sep-2019,2.75,--,2.75,0.25,"15,070,000.00"
AUSTRALIA AND NEW ZEALAND BANKING 144A,Fixed Income,0.14,100.13,"15,044,302.83","15,044,302.83",Banca,BF5LPP2,US05252ADC27,3.14,17-may-2021,3.07,--,3.07,0.18,"14,995,000.00"
BRANCH BANKING AND TRUST COMPANY,Fixed Income,0.14,100.26,"15,002,905.21","15,002,905.21",Banca,BDFFCC6,US07330NAP06,3.24,15-ene-2020,2.83,--,2.78,0.09,"14,887,000.00"
REGIONS BANK,Fixed Income,0.14,99.35,"14,931,202.78","14,931,202.78",Banca,BD73433,US759187CC91,3.18,01-abr-2021,3.39,--,3.39,0.05,"14,935,000.00"
REGIONS BANK,Fixed Income,0.14,99.32,"14,916,007.10","14,916,007.10",Banca,--,US759187CE57,3.19,13-ago-2021,3.48,--,3.48,0.16,"14,980,000.00"
ROCHE HOLDINGS INC 144A,Fixed Income,0.14,100.13,"14,894,997.43","14,894,997.43",Consumo no cíclico,BRCJWK7,US771196AZ58,3.14,30-sep-2019,2.79,--,2.79,0.04,"14,780,000.00"
ROYAL BANK OF CANADA MTN,Fixed Income,0.14,100.26,"14,882,458.18","14,882,458.18",Banca,BF03VS8,US78012KC544,3.00,02-mar-2020,2.77,--,2.77,0.22,"14,832,000.00"
TOYOTA MOTOR CREDIT CORP MTN,Fixed Income,0.14,100.69,"14,874,841.79","14,874,841.79",Consumo cíclico,BDDXTL0,US89236TDQ58,3.49,11-ene-2022,3.11,--,3.11,0.09,"14,686,000.00"
CITIGROUP INC,Fixed Income,0.14,101.86,"14,800,703.69","14,800,703.69",Banca,BYMTZW9,US172967KX80,4.06,01-sep-2023,3.67,--,3.55,0.25,"14,510,000.00"
TOYOTA MOTOR CREDIT CORP MTN,Fixed Income,0.14,100.22,"14,790,747.62","14,790,747.62",Consumo cíclico,BWBVVR9,US89236TCG85,2.97,12-mar-2020,2.80,--,2.80,0.24,"14,756,000.00"
CITIBANK NA,Fixed Income,0.14,100.25,"14,774,226.56","14,774,226.56",Banca,BD6F009,US17325FAD06,3.10,12-jun-2020,2.96,--,2.96,0.25,"14,735,000.00"
CREDIT SUISSE GROUP FUNDING GUERNS,Fixed Income,0.14,103.13,"14,753,747.56","14,753,747.56",Banca,BYVS204,US225433AP68,5.07,16-abr-2021,3.44,--,3.44,0.13,"14,200,000.00"
LANDWIRTSCHAFTLICHE RENTENBANK MTN 144A,Fixed Income,0.14,100.68,"14,747,598.58","14,747,598.58",Garantizado por el gobierno,--,US51511CAM01,3.03,19-feb-2021,2.67,--,2.67,0.19,"14,620,000.00"
VULCAN MATERIALS COMPANY,Fixed Income,0.14,99.70,"14,651,888.58","14,651,888.58",Bienes de Capital,--,US929160AX72,3.28,01-mar-2021,3.48,--,3.48,0.22,"14,679,000.00"
E I DU PONT DE NEMOURS AND CO,Fixed Income,0.14,100.23,"14,632,559.38","14,632,559.38",Industria Básica,BD45Q92,US263534CM92,3.27,01-may-2020,3.01,--,3.01,0.13,"14,545,000.00"
AUSTRALIA AND NEW ZEALAND BANKING MTN 144A,Fixed Income,0.14,100.26,"14,598,714.58","14,598,714.58",Banca,BYVQ413,US05252ACS87,3.48,23-sep-2019,2.88,--,2.88,0.03,"14,450,000.00"
CAPITAL ONE FINANCIAL CORPORATION,Fixed Income,0.14,98.56,"14,574,588.83","14,574,588.83",Banca,--,US14040HBV69,3.47,30-ene-2023,3.81,--,3.81,0.11,"14,725,000.00"
MITSUBISHI UFJ FINANCIAL GROUP INC,Fixed Income,0.14,100.97,"14,572,452.60","14,572,452.60",Banca,BYY5ZF8,US606822AF11,3.67,13-sep-2021,3.34,--,3.34,0.26,"14,431,000.00"
WELLS FARGO BANK NA,Fixed Income,0.14,100.11,"14,516,597.63","14,516,597.63",Banca,BFNJ837,US94988J5K97,3.02,15-ene-2020,2.78,--,2.78,0.09,"14,430,000.00"
DAIMLER FINANCE NORTH AMERICA LLC 144A,Fixed Income,0.14,99.55,"14,512,762.06","14,512,762.06",Consumo cíclico,BFXXN34,US233851DM32,3.58,04-may-2023,3.64,--,3.64,0.14,"14,524,000.00"
SHELL INTERNATIONAL FINANCE BV,Fixed Income,0.14,100.15,"14,454,433.08","14,454,433.08",Energía,BD5MDY6,US822582BV39,2.95,12-sep-2019,2.70,--,2.70,0.24,"14,431,000.00"
CREDIT AGRICOLE SA (LONDON BRANCH) MTN 144A,Fixed Income,0.14,101.19,"14,453,558.79","14,453,558.79",Banca,--,US22535WAC10,4.21,10-ene-2022,3.68,--,3.68,0.10,"14,180,000.00"
BANCO SANTANDER SA,Fixed Income,0.14,98.96,"14,382,231.76","14,382,231.76",Banca,BD85LX7,US05964HAH84,3.92,12-abr-2023,4.09,--,4.09,0.07,"14,440,000.00"
NATIONAL AUSTRALIA BANK LIMITED 144A,Fixed Income,0.14,100.00,"14,338,428.87","14,338,428.87",Banca,BF7PC39,US6325C0DT59,3.15,12-ene-2021,3.03,--,3.03,0.08,"14,265,000.00"
ING GROEP NV,Fixed Income,0.14,99.64,"14,332,226.42","14,332,226.42",Banca,--,US456837AL73,3.80,02-oct-2023,3.77,--,3.77,0.05,"14,276,000.00"
LOWES COMPANIES INC,Fixed Income,0.14,100.08,"14,294,591.58","14,294,591.58",Consumo cíclico,BYZ2TT0,US548661DB02,3.02,10-sep-2019,2.91,--,2.91,0.24,"14,280,000.00"
ENBRIDGE INC,Fixed Income,0.14,99.94,"14,272,305.76","14,272,305.76",Energía,BF6S648,US29250NAP06,3.49,15-jun-2020,3.37,--,3.37,0.27,"14,158,000.00"
NEW YORK LIFE GLOBAL FUNDING 144A,Fixed Income,0.13,100.18,"14,216,798.89","14,216,798.89",Seguro,BYX1QZ4,US64952WCQ42,3.07,09-abr-2020,2.78,--,2.78,0.07,"14,115,000.00"
DEUTSCHE BANK AG (NEW YORK BRANCH),Fixed Income,0.13,95.93,"14,198,526.95","14,198,526.95",Banca,--,US251526BM07,3.87,16-nov-2022,5.12,--,5.12,0.12,"14,763,000.00"
METROPOLITAN LIFE GLOBAL FUNDING I MTN 144A,Fixed Income,0.13,100.24,"14,186,598.68","14,186,598.68",Seguro,BDD1FF0,US59217GCF46,3.00,12-jun-2020,2.86,--,2.86,0.25,"14,150,000.00"
WESTPAC BANKING CORP,Fixed Income,0.13,100.20,"14,157,412.94","14,157,412.94",Banca,BDCXGG5,US961214CZ44,3.24,19-ago-2019,2.79,--,2.79,0.18,"14,100,000.00"
CISCO SYSTEMS INC,Fixed Income,0.13,100.15,"14,148,250.30","14,148,250.30",Tecnologia,BD915T8,US17275RBK77,3.13,20-sep-2019,2.74,--,2.74,0.02,"14,025,000.00"
ACTAVIS FUNDING SCS,Fixed Income,0.13,100.70,"14,146,320.34","14,146,320.34",Consumo no cíclico,BYNW9W5,US00507UAQ40,3.85,12-mar-2020,3.21,--,3.21,0.25,"14,045,000.00"
BANK OF NOVA SCOTIA,Fixed Income,0.13,100.35,"14,071,608.11","14,071,608.11",Banca,--,US064159LH78,3.20,20-abr-2021,2.95,--,2.95,0.11,"13,960,000.00"
EXPORT DEVELOPMENT CANADA MTN 144A,Fixed Income,0.13,100.01,"14,060,012.19","14,060,012.19",Garantizado por el gobierno,--,US30216BHE56,2.74,18-oct-2019,2.63,--,2.63,0.09,"14,000,000.00"
MEDTRONIC INC,Fixed Income,0.13,100.58,"14,039,123.59","14,039,123.59",Consumo no cíclico,BYN69K5,US585055BJ44,3.59,15-mar-2020,2.89,--,2.89,0.26,"13,836,000.00"
SPIRIT AEROSYSTEMS INC,Fixed Income,0.13,99.38,"14,014,551.00","14,014,551.00",Bienes de Capital,BFMLLV3,US85205TAH32,3.59,15-jun-2021,3.78,--,3.78,0.25,"13,980,000.00"
BANK OF NOVA SCOTIA MTN,Fixed Income,0.13,99.94,"14,003,029.66","14,003,029.66",Banca,--,US064159KU98,3.09,08-ene-2021,3.00,--,3.00,0.07,"13,933,000.00"
CITIBANK NA,Fixed Income,0.13,100.00,"13,994,870.57","13,994,870.57",Banca,BYP4ZP4,US17325FAK49,3.06,20-oct-2020,2.98,--,2.98,0.11,"13,935,000.00"
DOWDUPONT INC,Fixed Income,0.13,100.00,"13,994,427.24","13,994,427.24",Industria Básica,BGYGSN4,US26078JAH32,3.79,15-nov-2023,3.80,--,3.80,0.18,"13,955,000.00"
EQT CORP,Fixed Income,0.13,99.11,"13,878,926.97","13,878,926.97",Energía,--,US26884LAD10,3.57,01-oct-2020,4.06,--,4.06,0.05,"13,905,000.00"
KRAFT HEINZ FOODS CO,Fixed Income,0.13,99.58,"13,874,144.95","13,874,144.95",Consumo no cíclico,BF4MT10,US50077LAQ95,3.52,10-ago-2022,3.64,--,3.64,0.15,"13,890,000.00"
UNITEDHEALTH GROUP INC,Fixed Income,0.13,99.89,"13,858,934.96","13,858,934.96",Seguro,BF2JLT5,US91324PDB58,2.86,15-oct-2020,2.81,--,2.81,0.09,"13,810,000.00"
FORD MOTOR CREDIT COMPANY LLC,Fixed Income,0.13,99.88,"13,831,613.76","13,831,613.76",Consumo cíclico,BDDXTC1,US345397YF47,3.80,09-ene-2020,3.86,--,3.86,0.07,"13,755,000.00"
FEDERATION DES CAISSES DESJARDINS MTN 144A,Fixed Income,0.13,100.03,"13,750,046.86","13,750,046.86",Banca,--,US31429KAC71,3.08,30-oct-2020,2.99,--,2.99,0.13,"13,695,000.00"
TORONTO-DOMINION BANK/THE MTN,Fixed Income,0.13,100.31,"13,730,320.93","13,730,320.93",Banca,BSJCK46,US89114QAW87,3.29,05-nov-2019,2.78,--,2.78,0.15,"13,642,000.00"
KRAFT HEINZ FOODS CO,Fixed Income,0.13,99.49,"13,729,669.64","13,729,669.64",Consumo no cíclico,BDF0M32,US50077LAP13,3.27,10-feb-2021,3.54,--,3.54,0.15,"13,761,000.00"
EBAY INC,Fixed Income,0.13,99.69,"13,705,214.43","13,705,214.43",Consumo cíclico,BD82MV3,US278642AT03,3.62,30-ene-2023,3.65,--,3.65,0.13,"13,689,000.00"
NISSAN MOTOR ACCEPTANCE CORP MTN 144A,Fixed Income,0.13,97.67,"13,687,504.67","13,687,504.67",Consumo cíclico,BF3YTD9,US654740BE85,3.50,28-sep-2022,4.09,--,4.09,0.01,"13,908,000.00"
BANCO SANTANDER SA,Fixed Income,0.13,98.93,"13,686,491.42","13,686,491.42",Banca,BZ3CYQ1,US05964HAD70,3.74,23-feb-2023,4.08,--,4.08,0.18,"13,810,000.00"
AUSTRALIA & NEW ZEALAND BANKING GR 144A,Fixed Income,0.13,100.44,"13,669,053.20","13,669,053.20",Banca,--,US05252ACV17,3.39,19-may-2022,3.24,--,3.24,0.19,"13,580,000.00"
KOREA DEVELOPMENT BANK,Fixed Income,0.13,100.33,"13,668,442.55","13,668,442.55",Propiedad sin garantía,BYXQ2X9,US500630CN65,3.34,27-feb-2022,3.27,--,3.27,0.21,"13,605,000.00"
DNB BANK ASA MTN 144A,Fixed Income,0.13,100.04,"13,654,475.12","13,654,475.12",Banca,--,US23329PAB67,3.17,02-oct-2020,3.03,--,3.03,0.05,"13,565,000.00"
GOLDMAN SACHS GROUP INC/THE,Fixed Income,0.13,100.51,"13,643,863.55","13,643,863.55",Banca,BRTNWP7,US38148FAA75,3.79,23-oct-2019,2.88,--,2.88,0.11,"13,504,000.00"
APPLE INC,Fixed Income,0.13,100.18,"13,616,150.90","13,616,150.90",Tecnologia,--,US037833AW07,2.95,07-feb-2020,2.72,--,2.72,0.15,"13,555,000.00"
CHEVRON CORP,Fixed Income,0.13,100.08,"13,595,240.03","13,595,240.03",Energía,BF04H94,US166764BQ20,2.83,03-mar-2020,2.78,--,2.78,0.22,"13,574,000.00"
BB&T CORP,Fixed Income,0.13,99.61,"13,559,359.61","13,559,359.61",Banca,BYV49W3,US05531FBA03,2.96,01-feb-2021,3.12,--,3.12,0.13,"13,567,000.00"
PFIZER INC,Fixed Income,0.13,99.67,"13,552,294.72","13,552,294.72",Consumo no cíclico,--,US717081EQ23,3.12,15-sep-2023,3.08,--,3.08,0.25,"13,495,000.00"
METROPOLITAN LIFE GLOBAL FUNDING I 144A,Fixed Income,0.13,100.08,"13,546,433.06","13,546,433.06",Seguro,BFWMP25,US59217GCJ67,3.02,19-sep-2019,2.76,--,2.76,0.01,"13,440,000.00"
WALT DISNEY CO MTN,Fixed Income,0.13,100.14,"13,523,885.95","13,523,885.95",Comunicaciones,BF050B0,US25468PDS20,3.01,04-mar-2022,3.01,--,3.01,0.23,"13,494,000.00"
METROPOLITAN LIFE GLOBAL FUNDING I MTN 144A,Fixed Income,0.13,99.66,"13,462,364.25","13,462,364.25",Seguro,--,US59217GCQ01,2.97,07-sep-2020,3.27,--,3.27,0.02,"13,500,000.00"
CANADIAN IMPERIAL BANK OF COMMERCE,Fixed Income,0.13,99.99,"13,417,159.11","13,417,159.11",Banca,BFN5D29,US136069XZ93,3.05,02-feb-2021,3.01,--,3.01,0.13,"13,375,000.00"
APPLE INC,Fixed Income,0.13,101.88,"13,400,681.15","13,400,681.15",Tecnologia,BYN5R42,US037833BT68,3.78,23-feb-2021,2.82,--,2.77,0.21,"13,130,000.00"
CATERPILLAR FINANCIAL SERVICES COR MTN,Fixed Income,0.13,100.08,"13,390,816.83","13,390,816.83",Bienes de Capital,--,US14913Q2B42,2.91,04-sep-2020,2.91,--,2.91,0.22,"13,370,000.00"
CITIGROUP INC,Fixed Income,0.13,100.28,"13,369,474.13","13,369,474.13",Banca,BF34876,US172967LN99,3.73,24-jul-2023,3.57,--,3.55,0.13,"13,265,000.00"
CONOCOPHILLIPS CO,Fixed Income,0.13,100.97,"13,349,213.84","13,349,213.84",Energía,BXS2Q77,US20826FAH91,3.58,15-may-2022,3.26,--,3.26,0.19,"13,186,000.00"
MIZUHO FINANCIAL GROUP INC,Fixed Income,0.13,99.82,"13,296,917.93","13,296,917.93",Banca,BFX0636,US60687YAQ26,3.39,05-mar-2023,3.52,--,3.52,0.23,"13,310,000.00"
WESTPAC BANKING CORP,Fixed Income,0.13,100.02,"13,250,224.73","13,250,224.73",Banca,BFMTXJ9,US961214DV21,3.11,25-ene-2021,3.01,--,3.01,0.12,"13,193,000.00"
WALT DISNEY CO MTN,Fixed Income,0.12,100.01,"13,158,947.50","13,158,947.50",Comunicaciones,BF05021,US25468PDR47,2.75,04-mar-2020,2.78,--,2.78,0.22,"13,148,000.00"
BANK OF MONTREAL MTN,Fixed Income,0.12,100.95,"13,150,649.74","13,150,649.74",Banca,BYVCP29,US06367TJY73,3.43,27-ago-2021,3.07,--,3.07,0.22,"13,009,000.00"
CONAGRA BRANDS INC,Fixed Income,0.12,99.21,"13,148,267.87","13,148,267.87",Consumo no cíclico,BFBFBL6,US205887BW12,3.30,09-oct-2020,3.71,--,3.71,0.07,"13,175,000.00"
TORONTO-DOMINION BANK/THE MTN,Fixed Income,0.12,100.12,"13,143,233.00","13,143,233.00",Banca,BGCS9Z1,US89114QC559,3.40,19-jul-2023,3.29,--,3.29,0.11,"13,065,000.00"
NATIONAL BANK OF CANADA MTN,Fixed Income,0.12,100.34,"13,136,279.28","13,136,279.28",Banca,BF4SNH2,US63307A2F13,3.16,12-jun-2020,2.95,--,2.92,0.25,"13,090,000.00"
TORONTO-DOMINION BANK/THE MTN,Fixed Income,0.12,99.95,"13,113,531.18","13,113,531.18",Banca,BF4JKJ6,US89114QBW78,3.01,25-ene-2021,2.95,--,2.95,0.11,"13,068,000.00"
AMERICAN EXPRESS COMPANY,Fixed Income,0.12,99.99,"13,085,933.70","13,085,933.70",Banca,--,US025816BQ18,3.08,30-oct-2020,3.02,--,3.01,0.13,"13,039,000.00"
EUROPEAN BANK FOR RECONSTRUCTION A MTN,Fixed Income,0.12,100.11,"13,037,456.84","13,037,456.84",Supranacional,BYV9S65,US29874QCV41,2.89,10-ene-2020,2.66,--,2.66,0.07,"12,958,000.00"
CHEVRON CORP,Fixed Income,0.12,100.24,"13,022,666.21","13,022,666.21",Energía,BD6KM64,US166764AM25,3.09,15-nov-2019,2.75,--,2.75,0.17,"12,962,000.00"
AMERICAN EXPRESS CREDIT CORPORATIO MTN,Fixed Income,0.12,100.20,"13,007,040.63","13,007,040.63",Banca,BF03VT9,US0258M0EF29,3.05,03-mar-2020,2.88,--,2.86,0.22,"12,970,000.00"
MONDELEZ INTERNATIONAL HOLDINGS NE 144A,Fixed Income,0.12,100.23,"12,994,153.03","12,994,153.03",Consumo no cíclico,BDH70Y8,US60920LAB09,3.37,28-oct-2019,2.94,--,2.94,0.13,"12,910,000.00"
HARLEY-DAVIDSON FINANCIAL SERVICES 144A,Fixed Income,0.12,99.92,"12,878,232.55","12,878,232.55",Consumo cíclico,--,US41283LAT26,3.64,02-mar-2021,3.67,--,3.67,0.22,"12,875,000.00"
US BANK NATIONAL ASSOCIATION,Fixed Income,0.12,100.12,"12,872,777.45","12,872,777.45",Banca,--,US90331HNW96,3.03,24-jul-2020,2.84,--,2.83,0.11,"12,805,000.00"
SPECTRA ENERGY PARTNERS LP,Fixed Income,0.12,99.86,"12,807,498.42","12,807,498.42",Energía,BF6SRL2,US84756NAJ81,3.30,05-jun-2020,3.44,--,3.44,0.24,"12,815,000.00"
MANUFACTURERS AND TRADERS TRUST CO,Fixed Income,0.12,99.59,"12,769,287.09","12,769,287.09",Banca,--,US55279HAS94,3.04,25-ene-2021,3.18,--,3.18,0.11,"12,770,000.00"
AMERICAN EXPRESS CREDIT CORPORATIO MTN,Fixed Income,0.12,100.15,"12,764,338.17","12,764,338.17",Banca,BQ1YGQ0,US0258M0DQ92,3.17,15-ago-2019,2.82,--,2.82,0.17,"12,715,000.00"
JPMORGAN CHASE BANK NA,Fixed Income,0.12,100.19,"12,750,314.78","12,750,314.78",Banca,BD0D731,US48125LRJ34,3.41,23-sep-2019,2.92,--,2.85,0.03,"12,630,000.00"
ORACLE CORPORATION,Fixed Income,0.12,100.27,"12,669,694.03","12,669,694.03",Tecnologia,BNXJBZ6,US68389XAY13,3.31,08-oct-2019,2.73,--,2.73,0.07,"12,561,000.00"
MITSUBISHI UFJ FINANCIAL GROUP INC,Fixed Income,0.12,100.02,"12,510,161.95","12,510,161.95",Banca,--,US606822BF02,3.31,07-mar-2022,3.37,--,3.37,0.23,"12,500,000.00"
WESTPAC BANKING CORP,Fixed Income,0.12,100.40,"12,506,436.72","12,506,436.72",Banca,--,US961214DR19,3.52,28-jun-2022,3.26,--,3.26,0.05,"12,365,000.00"
WESTPAC BANKING CORP,Fixed Income,0.12,99.71,"12,503,054.07","12,503,054.07",Banca,BF0R9W0,US961214DT74,3.37,11-ene-2023,3.33,--,3.33,0.07,"12,467,000.00"
CREDIT SUISSE GROUP AG 144A,Fixed Income,0.12,99.50,"12,476,673.00","12,476,673.00",Banca,BDQZGT0,US225401AE85,3.79,14-dic-2023,4.00,--,4.00,0.25,"12,540,000.00"
WESTPAC BANKING CORP,Fixed Income,0.12,100.90,"12,469,073.47","12,469,073.47",Banca,BYYPS93,US961214DH37,3.65,11-ene-2022,3.20,--,3.20,0.09,"12,281,000.00"
UBS AG (STAMFORD BRANCH),Fixed Income,0.12,100.25,"12,467,921.14","12,467,921.14",Banca,BQ1TD42,US90261XHF24,3.33,14-ago-2019,2.74,--,2.74,0.17,"12,405,000.00"
DANSKE BANK A/S 144A,Fixed Income,0.12,99.91,"12,457,113.79","12,457,113.79",Banca,BYM6780,US23636AAG67,3.19,06-sep-2019,3.44,--,3.44,0.23,"12,460,000.00"
SANTANDER UK PLC,Fixed Income,0.12,99.92,"12,414,246.87","12,414,246.87",Banca,BF3SP55,US80283LAU70,3.25,01-jun-2021,3.33,--,3.33,0.22,"12,410,000.00"
NEW YORK LIFE GLOBAL FUNDING 144A,Fixed Income,0.12,100.04,"12,403,429.25","12,403,429.25",Seguro,BF4SNL6,US64952WCR25,3.12,10-jun-2022,3.18,--,3.18,0.24,"12,395,000.00"
CAMPBELL SOUP COMPANY,Fixed Income,0.12,99.25,"12,389,045.15","12,389,045.15",Consumo no cíclico,BDVPYC4,US134429BC21,3.42,15-mar-2021,3.70,--,3.70,0.25,"12,380,000.00"
SWEDBANK AB 144A,Fixed Income,0.12,100.06,"12,336,906.03","12,336,906.03",Banca,--,US87020PAJ66,3.29,14-mar-2022,3.35,--,3.35,0.25,"12,330,000.00"
EUROPEAN INVESTMENT BANK 144A,Fixed Income,0.12,100.12,"12,328,783.58","12,328,783.58",Supranacional,--,US29878TCV44,2.86,27-ene-2020,2.65,--,2.65,0.13,"12,270,000.00"
DUKE ENERGY PROGRESS LLC,Fixed Income,0.12,99.85,"12,297,473.55","12,297,473.55",Eléctrico,BF6SRM3,US26442UAD63,2.77,08-sep-2020,2.95,--,2.95,0.24,"12,310,000.00"
AMGEN INC,Fixed Income,0.12,100.24,"12,231,822.59","12,231,822.59",Consumo no cíclico,BF3W9P5,US031162CN83,3.15,11-may-2020,2.92,--,2.92,0.16,"12,170,000.00"
CANADIAN IMPERIAL BANK,Fixed Income,0.12,100.19,"12,171,867.85","12,171,867.85",Banca,BD5MF39,US13607RAC43,3.13,06-sep-2019,2.77,--,2.77,0.23,"12,140,000.00"
JAPAN BANK FOR INTERNATIONAL COOPE,Fixed Income,0.12,100.48,"12,156,081.05","12,156,081.05",Garantizado por el gobierno,BDGLXF3,US471048BF41,3.11,01-jun-2020,2.75,--,2.75,0.22,"12,085,000.00"
