14-mar-2019,,,,,,,,,,,,,,,
iShares Core U.S. Aggregate Bond ETF,,,,,,,,,,,,,,,
Inception Date,22-sep-2003,,,,,,,,,,,,,,
Fund Holdings as of,14-mar-2019,,,,,,,,,,,,,,
Total Net Assets,"USD 58,433,398,759.14",,,,,,,,,,,,,,
Number of Securities,"7,203.00",,,,,,,,,,,,,,
Share,"543,200,000.00",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Nombre,Clase de activo,Peso (%),Precio,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Cupón (%),Plazo,YTM (%),Yield to Call (%),Yield to Worst (%),Duración,Par Value
MANUFACTURERS AND TRADERS TRUST CO,Fixed Income,0.00,99.54,"2,347,680.35","2,347,680.35",Insituciones Financieras,BF4JKF2,US55279HAR12,2.63,25-ene-2021,2.88,--,2.88,1.77,"2,350,000.00"
DUKE ENERGY PROGRESS LLC,Fixed Income,0.00,92.17,"2,348,875.00","2,348,875.00",Servicio,BF58H68,US26442UAE47,3.60,15-sep-2047,4.07,--,4.07,16.68,"2,500,000.00"
CANADIAN NATIONAL RAILWAY COMPANY,Fixed Income,0.00,97.00,"2,350,895.24","2,350,895.24",Industrial,BYY7LC3,US136375CJ97,2.75,01-mar-2026,3.23,--,3.23,6.22,"2,421,000.00"
BURLINGTON NORTHERN SANTA FE LLC,Fixed Income,0.00,113.82,"2,348,502.43","2,348,502.43",Industrial,BD00GW4,US12189LAP67,5.15,01-sep-2043,4.24,--,4.23,14.36,"2,060,000.00"
ALLSTATE CORPORATION (THE),Fixed Income,0.00,101.16,"2,352,576.95","2,352,576.95",Insituciones Financieras,BCZM4S0,US020002BB69,5.75,15-ago-2053,5.53,--,5.45,3.91,"2,315,000.00"
OWENS CORNING,Fixed Income,0.00,101.83,"2,347,409.73","2,347,409.73",Industrial,B4KKJQ6,US690742AD30,4.20,15-dic-2022,3.67,--,3.64,3.30,"2,282,000.00"
VODAFONE GROUP PLC,Fixed Income,0.00,101.11,"2,347,754.40","2,347,754.40",Industrial,BFMLNZ1,US92857WBJ80,4.13,30-may-2025,3.92,--,3.92,5.42,"2,295,000.00"
CONAGRA BRANDS INC,Fixed Income,0.00,96.35,"2,347,711.85","2,347,711.85",Industrial,--,US205887CD22,5.30,01-nov-2038,5.61,--,5.61,11.71,"2,385,000.00"
BOEING CO,Fixed Income,0.00,97.53,"2,342,441.67","2,342,441.67",Industrial,BZBZBC7,US097023BT13,2.13,01-mar-2022,3.00,--,3.00,2.83,"2,400,000.00"
UNITEDHEALTH GROUP INC,Fixed Income,0.00,100.16,"2,345,338.03","2,345,338.03",Insituciones Financieras,BTDF5B0,US91324PCH38,2.88,15-dic-2021,2.81,--,2.81,2.62,"2,325,000.00"
AVALONBAY COMMUNITIES INC MTN,Fixed Income,0.00,97.22,"2,345,938.67","2,345,938.67",Insituciones Financieras,BD5W7Z5,US05348EBC21,3.20,15-ene-2028,3.57,--,3.57,7.55,"2,400,000.00"
TELEFONICA EUROPE BV,Fixed Income,0.00,130.07,"2,343,898.95","2,343,898.95",Industrial,4474021,US879385AD49,8.25,15-sep-2030,4.82,--,4.82,7.79,"1,747,000.00"
CNH INDUSTRIAL NV MTN,Fixed Income,0.00,93.18,"2,347,172.93","2,347,172.93",Industrial,BD2BR88,US12594KAB89,3.85,15-nov-2027,4.82,--,4.82,7.17,"2,485,000.00"
CHURCH & DWIGHT CO INC,Fixed Income,0.00,97.72,"2,342,478.17","2,342,478.17",Industrial,BF0CDW3,US171340AK87,2.45,01-ago-2022,3.17,--,3.17,3.20,"2,390,000.00"
STANLEY BLACK & DECKER INC,Fixed Income,0.00,100.83,"2,341,440.89","2,341,440.89",Industrial,B707XD3,US854502AC58,3.40,01-dic-2021,3.08,--,3.05,2.41,"2,300,000.00"
ANTHEM INC,Fixed Income,0.00,99.51,"2,337,275.85","2,337,275.85",Insituciones Financieras,BPZFRW5,US94973VBK26,4.65,15-ago-2044,4.68,--,4.68,14.62,"2,340,000.00"
ONTARIO (PROVINCE OF),Fixed Income,0.00,99.12,"2,341,385.29","2,341,385.29",Autoridad Local,B8BQCG2,US68323ABK97,2.45,29-jun-2022,2.73,--,2.73,3.13,"2,350,000.00"
CINTAS CORPORATION NO 2,Fixed Income,0.00,99.74,"2,341,422.47","2,341,422.47",Industrial,--,US17252MAM29,2.90,01-abr-2022,2.99,--,2.99,2.83,"2,317,000.00"
FNMA 15YR 2.5% MLB 110K 2017,Fixed Income,0.00,98.48,"2,339,947.95","2,339,947.95",Hipotecas Respaldadas por Activos,--,--,2.50,01-oct-2032,2.84,--,2.84,4.07,"2,373,852.00"
INTERNATIONAL PAPER CO,Fixed Income,0.00,101.79,"2,341,408.63","2,341,408.63",Industrial,BN77W86,US460146CJ08,3.65,15-jun-2024,3.28,--,3.26,4.63,"2,280,000.00"
CMS ENERGY CORP,Fixed Income,0.00,104.96,"2,337,558.90","2,337,558.90",Servicio,B7N5G80,US125896BK56,5.05,15-mar-2022,3.30,--,3.16,2.52,"2,175,000.00"
JAPAN BANK FOR INTERNATIONAL COOPE,Fixed Income,0.00,98.56,"2,334,336.60","2,334,336.60",Agencia,BF3TC35,US471048BP23,2.38,16-nov-2022,2.79,--,2.79,3.47,"2,350,000.00"
FGOLD 30YR 4% LTV > 90 2016,Fixed Income,0.00,102.84,"2,334,053.25","2,334,053.25",Hipotecas Respaldadas por Activos,--,--,4.00,01-mar-2046,3.46,--,3.46,3.10,"2,266,438.00"
PORT AUTH N Y & N J,Fixed Income,0.00,116.10,"2,333,908.89","2,333,908.89",Autoridad Local,BSS6JF3,US73358WRP13,4.96,01-ago-2046,3.95,--,3.95,14.98,"2,000,000.00"
TOYOTA MOTOR CREDIT CORP MTN,Fixed Income,0.00,98.91,"2,335,351.67","2,335,351.67",Industrial,B8GMCL0,US89233P7F71,2.63,10-ene-2023,2.93,--,2.93,3.61,"2,350,000.00"
CARDINAL HEALTH INC,Fixed Income,0.00,96.39,"2,331,508.73","2,331,508.73",Industrial,BZ4DM81,US14149YBH09,3.08,15-jun-2024,3.84,--,3.84,4.76,"2,400,000.00"
AIRCASTLE LTD,Fixed Income,0.00,100.36,"2,330,226.89","2,330,226.89",Insituciones Financieras,BDFS3P5,US00928QAR20,4.40,25-sep-2023,4.31,--,4.31,4.00,"2,275,000.00"
VIACOM INC (NEW),Fixed Income,0.00,86.86,"2,330,997.75","2,330,997.75",Industrial,BCHWWF1,US92553PAP71,4.38,15-mar-2043,5.35,--,5.35,13.68,"2,618,000.00"
PROCTER & GAMBLE COMPANY,Fixed Income,0.00,98.80,"2,327,939.38","2,327,939.38",Industrial,BYXG400,US742718EV74,2.85,11-ago-2027,3.01,--,3.01,7.41,"2,350,000.00"
AMEREN CORPORATION,Fixed Income,0.00,99.23,"2,327,848.12","2,327,848.12",Servicio,BDCBVJ7,US023608AF92,2.70,15-nov-2020,3.18,--,3.18,1.60,"2,325,000.00"
EMERA US FINANCE LP,Fixed Income,0.00,98.67,"2,324,380.50","2,324,380.50",Servicio,BYQFWB1,US29103DAF33,2.70,15-jun-2021,3.32,--,3.32,2.14,"2,340,000.00"
ALEXANDRIA REAL ESTATE EQUITIES IN,Fixed Income,0.00,103.79,"2,323,995.27","2,323,995.27",Insituciones Financieras,B748FZ8,US015271AC30,4.60,01-abr-2022,3.28,--,3.17,2.60,"2,195,000.00"
MOSAIC CO,Fixed Income,0.00,102.24,"2,324,539.04","2,324,539.04",Industrial,BGDXKF2,US61945CAE30,5.63,15-nov-2043,5.46,--,5.46,13.09,"2,233,000.00"
ALLSTATE CORPORATION (THE),Fixed Income,0.00,99.72,"2,322,240.43","2,322,240.43",Insituciones Financieras,BYNXM29,US020002BD26,3.28,15-dic-2026,3.32,--,3.32,6.69,"2,310,000.00"
PIONEER NATURAL RESOURCES COMPANY,Fixed Income,0.00,100.58,"2,321,264.36","2,321,264.36",Industrial,BDGN4X4,US723787AL19,3.45,15-ene-2021,3.12,--,3.11,1.71,"2,295,000.00"
CSX CORPORATION,Fixed Income,0.00,102.74,"2,322,765.99","2,322,765.99",Industrial,B56PH80,US126408GW72,4.75,30-may-2042,4.56,--,4.55,13.82,"2,231,000.00"
REGENCY ENERGY PARTNERS LP,Fixed Income,0.00,102.93,"2,320,596.88","2,320,596.88",Industrial,BDF27B1,US75886AAK43,5.75,01-sep-2020,3.67,--,3.27,1.18,"2,250,000.00"
FLOWSERVE CORP,Fixed Income,0.00,99.39,"2,321,531.97","2,321,531.97",Industrial,BG3GS79,US34354PAD78,4.00,15-nov-2023,4.14,--,4.14,4.12,"2,305,000.00"
DUKE ENERGY CAROLINAS LLC,Fixed Income,0.00,98.52,"2,314,456.49","2,314,456.49",Servicio,BZ587C4,US26442CAQ78,2.50,15-mar-2023,2.89,--,2.89,3.68,"2,320,000.00"
21ST CENTURY FOX AMERICA INC,Fixed Income,0.00,111.19,"2,317,159.20","2,317,159.20",Industrial,BD9BPL0,US90131HCD52,4.75,15-nov-2046,4.07,--,4.07,15.54,"2,055,000.00"
ALLSTATE CORPORATION (THE),Fixed Income,0.00,115.83,"2,317,518.44","2,317,518.44",Insituciones Financieras,B08B1V2,US020002AS04,5.55,09-may-2035,4.19,--,4.19,10.91,"1,968,000.00"
UNION PACIFIC CORPORATION,Fixed Income,0.00,102.59,"2,314,349.09","2,314,349.09",Industrial,BDFT2W8,US907818EY04,3.95,10-sep-2028,3.63,--,3.62,7.84,"2,255,000.00"
CBS CORP,Fixed Income,0.00,91.57,"2,313,072.70","2,313,072.70",Industrial,BD8ZQT8,US124857AR43,2.90,15-ene-2027,4.17,--,4.17,6.87,"2,513,000.00"
NORTHROP GRUMMAN COR,Fixed Income,0.00,101.28,"2,317,843.75","2,317,843.75",Industrial,B5T1Z14,US666807BE14,3.50,15-mar-2021,2.84,--,2.84,1.90,"2,250,000.00"
DELTA AIR LINES INC,Fixed Income,0.00,96.69,"2,313,531.59","2,313,531.59",Industrial,BFZP587,US247361ZN12,4.38,19-abr-2028,4.83,--,4.83,7.28,"2,350,000.00"
DUKE ENERGY CAROLINAS LLC,Fixed Income,0.00,102.14,"2,309,533.33","2,309,533.33",Servicio,B4Q37Q5,US26442CAK09,3.90,15-jun-2021,2.91,--,2.79,1.92,"2,240,000.00"
TEXAS ST,Fixed Income,0.00,113.32,"2,308,809.06","2,308,809.06",Autoridad Local,B4R23P2,US882722VN89,4.68,01-abr-2040,3.67,--,3.67,12.32,"2,000,000.00"
KINDER MORGAN INC,Fixed Income,0.00,99.46,"2,307,428.77","2,307,428.77",Industrial,BZ5ZRP8,US49456BAM37,3.15,15-ene-2023,3.30,--,3.30,3.56,"2,308,000.00"
JM SMUCKER CO/THE,Fixed Income,0.00,99.58,"2,308,756.37","2,308,756.37",Industrial,BYXK0P9,US832696AF57,2.50,15-mar-2020,2.93,--,2.93,0.98,"2,290,000.00"
PLUM CREEK TIMBERLANDS LP,Fixed Income,0.00,99.33,"2,311,594.06","2,311,594.06",Industrial,B92RS85,US72925PAD78,3.25,15-mar-2023,3.43,--,3.43,3.59,"2,290,000.00"
EXELON CORPORATION,Fixed Income,0.00,99.74,"2,308,308.45","2,308,308.45",Servicio,BZ0C8V7,US30161NAH44,2.85,15-jun-2020,3.06,--,3.06,1.19,"2,298,000.00"
CARDINAL HEALTH INC,Fixed Income,0.00,99.11,"2,312,249.26","2,312,249.26",Industrial,BYNQPJ6,US14149YBE77,3.75,15-sep-2025,3.91,--,3.91,5.57,"2,290,000.00"
EMERSON ELECTRIC CO,Fixed Income,0.00,102.03,"2,301,336.66","2,301,336.66",Industrial,B542TC1,US291011BC72,4.25,15-nov-2020,2.99,--,2.99,1.60,"2,225,000.00"
KIMBERLY-CLARK CORPORATION,Fixed Income,0.00,98.73,"2,303,273.67","2,303,273.67",Industrial,BF2YLV2,US494368BW28,3.90,04-may-2047,3.97,--,3.97,16.45,"2,300,000.00"
INTERCONTINENTAL EXCHANGE INC,Fixed Income,0.00,97.62,"2,305,525.54","2,305,525.54",Insituciones Financieras,BF2K6N7,US45866FAF18,3.10,15-sep-2027,3.42,--,3.42,7.25,"2,325,000.00"
UNILEVER CAPITAL CORP,Fixed Income,0.00,97.10,"2,300,664.77","2,300,664.77",Industrial,BYYQNY6,US904764AT48,1.38,28-jul-2021,2.64,--,2.64,2.31,"2,365,000.00"
UNION PACIFIC CORP,Fixed Income,0.00,101.89,"2,303,365.00","2,303,365.00",Industrial,B4W9KT1,US907818DG07,4.00,01-feb-2021,2.96,--,2.81,1.58,"2,250,000.00"
PROCTER & GAMBLE COMPANY,Fixed Income,0.00,98.15,"2,306,247.07","2,306,247.07",Industrial,BDH7156,US742718EQ89,1.70,03-nov-2021,2.43,--,2.43,2.55,"2,335,000.00"
JOHNSON & JOHNSON,Fixed Income,0.00,95.41,"2,306,116.38","2,306,116.38",Industrial,BD5W7X3,US478160CL64,3.40,15-ene-2038,3.74,--,3.74,13.50,"2,403,000.00"
PHILIPPINES (REPUBLIC OF),Fixed Income,0.00,101.65,"2,301,277.50","2,301,277.50",Soberano,BH42KC2,US718286CG02,3.75,14-ene-2029,3.55,--,3.55,8.17,"2,250,000.00"
AMERICAN HONDA FINANCE CORPORATION MTN,Fixed Income,0.00,97.25,"2,297,047.38","2,297,047.38",Industrial,BYP6KX3,US02665WBF77,1.65,12-jul-2021,2.88,--,2.88,2.26,"2,355,000.00"
COSTCO WHOLESALE CORPORATION,Fixed Income,0.00,98.96,"2,298,920.37","2,298,920.37",Industrial,BDFVGR7,US22160KAJ43,2.15,18-may-2021,2.65,--,2.65,2.07,"2,307,000.00"
BUNGE LIMITED FINANCE CORPORATION,Fixed Income,0.00,88.03,"2,297,378.80","2,297,378.80",Industrial,BD4FYR6,US120568AX84,3.25,15-ago-2026,5.22,--,5.22,6.48,"2,602,000.00"
DOVER CORP,Fixed Income,0.00,101.91,"2,296,491.25","2,296,491.25",Industrial,B3RD9S3,US260003AJ71,4.30,01-mar-2021,3.29,--,3.15,1.66,"2,250,000.00"
HUMANA INC,Fixed Income,0.00,102.17,"2,294,909.08","2,294,909.08",Insituciones Financieras,BYZKXY7,US444859BG60,4.80,15-mar-2047,4.66,--,4.66,14.93,"2,195,000.00"
WALT DISNEY CO MTN,Fixed Income,0.00,98.50,"2,292,081.46","2,292,081.46",Industrial,BZ4CYQ0,US25468PDV58,2.95,15-jun-2027,3.16,--,3.16,7.23,"2,310,000.00"
CBS CORP,Fixed Income,0.00,92.46,"2,293,993.81","2,293,993.81",Industrial,BD5JWW8,US124857AN39,4.60,15-ene-2045,5.13,--,5.13,14.35,"2,461,000.00"
APACHE CORPORATION,Fixed Income,0.00,98.94,"2,291,339.61","2,291,339.61",Industrial,BGHJVM0,US037411BE40,4.38,15-oct-2028,4.51,--,4.51,7.57,"2,260,000.00"
BELL TELEPHONE COMPANY OF CANADA O,Fixed Income,0.00,99.86,"2,292,417.00","2,292,417.00",Industrial,BFY0DB2,US0778FPAA77,4.46,01-abr-2048,4.47,--,4.47,15.65,"2,250,000.00"
HOST HOTELS & RESORTS LP,Fixed Income,0.00,100.55,"2,294,617.92","2,294,617.92",Insituciones Financieras,BYYHGD9,US44107TAW62,4.50,01-feb-2026,4.41,--,4.40,5.82,"2,270,000.00"
BANCO SANTANDER SA,Fixed Income,0.00,100.06,"2,284,863.75","2,284,863.75",Insituciones Financieras,BDG0ZH6,US05964HAC97,3.50,11-abr-2022,3.48,--,3.48,2.87,"2,250,000.00"
FNMA 30YR 4.5% SHLB 175K 2015,Fixed Income,0.00,104.96,"2,285,750.44","2,285,750.44",Hipotecas Respaldadas por Activos,--,--,4.50,01-dic-2045,3.47,--,3.47,2.16,"2,174,407.00"
COMMONWEALTH BANK OF AUSTRALIA/NEW MTN,Fixed Income,0.00,99.50,"2,288,793.89","2,288,793.89",Insituciones Financieras,BVW1MD4,US20271RAK68,2.30,12-mar-2020,2.81,--,2.81,0.98,"2,300,000.00"
WILLIAMS COMPANIES INC,Fixed Income,0.00,101.57,"2,283,569.10","2,283,569.10",Industrial,BK74GD9,US96950FAN42,5.40,04-mar-2044,5.29,--,5.28,13.62,"2,245,000.00"
CITIGROUP INC,Fixed Income,0.00,98.44,"2,287,844.50","2,287,844.50",Insituciones Financieras,BYWG519,US172967LQ21,2.70,27-oct-2022,3.16,--,3.16,3.37,"2,300,000.00"
STARBUCKS CORP,Fixed Income,0.00,103.10,"2,283,375.88","2,283,375.88",Industrial,BDD54P5,US855244AD16,3.85,01-oct-2023,3.11,--,3.08,3.97,"2,178,000.00"
ENTERPRISE PRODUCTS OPERATING LLC,Fixed Income,0.00,101.26,"2,287,778.75","2,287,778.75",Industrial,--,US29379VBS16,3.50,01-feb-2022,3.04,--,3.04,2.73,"2,250,000.00"
SUNOCO LOGISTICS PARTNERS LP,Fixed Income,0.00,93.97,"2,285,277.33","2,285,277.33",Industrial,BSN4Q84,US86765BAQ23,5.35,15-may-2045,5.80,--,5.80,13.30,"2,387,000.00"
INTERNATIONAL BUSINESS MACHINES CO,Fixed Income,0.00,98.91,"2,278,546.75","2,278,546.75",Industrial,BYN2GY6,US459200JF91,2.25,19-feb-2021,2.83,--,2.83,1.88,"2,300,000.00"
SANTANDER UK PLC,Fixed Income,0.00,100.36,"2,280,055.23","2,280,055.23",Insituciones Financieras,BD6R157,US80283LAT08,3.40,01-jun-2021,3.23,--,3.23,2.11,"2,250,000.00"
FLORIDA POWER & LIGHT CO,Fixed Income,0.00,101.67,"2,282,780.16","2,282,780.16",Servicio,BMMB3D8,US341081FK84,3.25,01-jun-2024,2.90,--,2.87,4.51,"2,225,000.00"
GENERAL DYNAMICS CORP,Fixed Income,0.00,102.11,"2,280,918.34","2,280,918.34",Industrial,B4YMDN3,US369550AR93,3.88,15-jul-2021,2.93,--,2.83,2.01,"2,220,000.00"
BB&T CORP MTN,Fixed Income,0.00,102.66,"2,280,956.33","2,280,956.33",Insituciones Financieras,--,US05531FBF99,3.75,06-dic-2023,3.14,--,3.13,4.25,"2,200,000.00"
CINTAS CORPORATION NO. 2,Fixed Income,0.00,100.73,"2,282,353.46","2,282,353.46",Industrial,B8H3D42,US17252MAL46,3.25,01-jun-2022,3.01,--,2.99,2.88,"2,245,000.00"
PANAMA REPUBLIC OF (GOVERNMENT),Fixed Income,0.00,102.07,"2,278,287.00","2,278,287.00",Soberano,BDVJS35,US698299BG85,4.50,15-may-2047,4.37,--,4.37,15.35,"2,200,000.00"
LOWES COMPANIES INC,Fixed Income,0.00,97.77,"2,278,066.93","2,278,066.93",Industrial,B7B2LT9,US548661CX31,4.65,15-abr-2042,4.81,--,4.81,13.61,"2,285,000.00"
SEAGATE HDD CAYMAN,Fixed Income,0.00,96.51,"2,281,941.12","2,281,941.12",Industrial,BYQF211,US81180WAL54,4.75,01-ene-2025,5.46,--,5.46,5.02,"2,341,000.00"
ARROW ELECTRONICS INC,Fixed Income,0.00,99.78,"2,280,683.75","2,280,683.75",Industrial,BW01ZP6,US042735BD16,3.50,01-abr-2022,3.58,--,3.58,2.76,"2,250,000.00"
CITIBANK NA,Fixed Income,0.00,101.01,"2,273,390.93","2,273,390.93",Insituciones Financieras,BFMYW20,US17325FAQ19,3.40,23-jul-2021,2.95,--,2.94,2.19,"2,240,000.00"
JPMORGAN CHASE & CO,Fixed Income,0.00,102.81,"2,275,679.92","2,275,679.92",Insituciones Financieras,BH31XJ8,US46647PAY25,4.02,05-dic-2024,3.41,--,3.37,4.28,"2,190,000.00"
OESTERREICHISCHE KONTROLLBANK AG MTN,Fixed Income,0.00,101.09,"2,274,637.19","2,274,637.19",Agencia,BYZQLG3,US676167BV08,2.88,13-mar-2023,2.59,--,2.59,3.76,"2,250,000.00"
THERMO FISHER SCIENTIFIC INC,Fixed Income,0.00,95.07,"2,275,296.62","2,275,296.62",Industrial,BF2K6Q0,US883556BY71,4.10,15-ago-2047,4.41,--,4.41,16.11,"2,385,000.00"
CONCHO RESOURCES INC,Fixed Income,0.00,97.41,"2,274,503.74","2,274,503.74",Industrial,BFB5M35,US20605PAH47,3.75,01-oct-2027,4.11,--,4.11,7.09,"2,295,000.00"
PRAXAIR INC,Fixed Income,0.00,99.05,"2,270,779.62","2,270,779.62",Industrial,B7136Y2,US74005PBA12,2.45,15-feb-2022,2.79,--,2.79,2.71,"2,288,000.00"
ORACLE CORPORATION,Fixed Income,0.00,98.98,"2,268,156.41","2,268,156.41",Industrial,BWTM367,US68389XBE40,3.90,15-may-2035,3.99,--,3.99,11.65,"2,262,000.00"
LEGGETT AND PLATT INCORPORATED,Fixed Income,0.00,99.49,"2,266,855.00","2,266,855.00",Industrial,BSKS1S4,US524660AX50,3.80,15-nov-2024,3.90,--,3.90,4.95,"2,250,000.00"
AUTOZONE INC,Fixed Income,0.00,97.47,"2,267,830.39","2,267,830.39",Industrial,BWY4YW1,US053332AR31,3.25,15-abr-2025,3.72,--,3.72,5.35,"2,295,000.00"
RPM INTERNATIONAL INC,Fixed Income,0.00,95.21,"2,266,644.82","2,266,644.82",Industrial,BF01Y27,US749685AV56,3.75,15-mar-2027,4.47,--,4.47,6.68,"2,335,000.00"
DOWDUPONT INC,Fixed Income,0.00,107.25,"2,263,925.96","2,263,925.96",Industrial,--,US26078JAF75,5.42,15-nov-2048,4.95,--,4.95,14.78,"2,080,000.00"
CITIGROUP INC,Fixed Income,0.00,119.95,"2,261,552.56","2,261,552.56",Insituciones Financieras,7392227,US172967BL44,6.63,15-jun-2032,4.60,--,4.60,9.16,"1,860,000.00"
LYB INTERNATIONAL FINANCE BV,Fixed Income,0.00,94.12,"2,263,885.47","2,263,885.47",Industrial,BK3NZG6,US50247VAC37,4.88,15-mar-2044,5.30,--,5.30,13.59,"2,345,000.00"
QVC INC,Fixed Income,0.00,94.16,"2,261,012.36","2,261,012.36",Industrial,BXRTNR8,US747262AW35,5.45,15-ago-2034,6.04,--,6.04,10.16,"2,390,000.00"
BURLINGTON NORTHERN SANTA FE LLC,Fixed Income,0.00,103.40,"2,259,519.21","2,259,519.21",Industrial,BKH0LS7,US12189LAR24,3.75,01-abr-2024,3.02,--,2.99,4.39,"2,150,000.00"
GENERAL ELECTRIC CAPITAL CORP,Fixed Income,0.00,98.68,"2,255,295.83","2,255,295.83",Industrial,B74Y084,US36962G6F61,3.15,07-sep-2022,3.56,--,3.56,3.29,"2,284,000.00"
ALLEGHANY CORPORATION,Fixed Income,0.00,105.35,"2,255,907.90","2,255,907.90",Insituciones Financieras,B7VSBQ4,US017175AC41,4.95,27-jun-2022,3.22,--,3.22,3.02,"2,120,000.00"
PETROLEOS MEXICANOS,Fixed Income,0.00,103.23,"2,255,375.03","2,255,375.03",Agencia,BYWD0H1,US71654QCA85,6.38,04-feb-2021,4.57,--,4.57,1.78,"2,170,000.00"
PPL ELECTRIC UTILITIES CORP,Fixed Income,0.00,126.45,"2,249,029.51","2,249,029.51",Servicio,B4X3326,US69351UAM53,6.25,15-may-2039,4.28,--,4.28,12.24,"1,750,000.00"
BRANCH BANKING AND TRUST COMPANY,Fixed Income,0.00,99.32,"2,249,206.88","2,249,206.88",Insituciones Financieras,BF3VXX8,US07330NAR61,2.25,01-jun-2020,2.82,--,2.82,1.18,"2,250,000.00"
RAYTHEON COMPANY,Fixed Income,0.00,127.05,"2,252,704.80","2,252,704.80",Industrial,2562917,US755111AF81,7.20,15-ago-2027,3.47,--,3.47,6.60,"1,765,000.00"
PRICELINE GROUP INC,Fixed Income,0.00,96.97,"2,248,244.65","2,248,244.65",Industrial,BF5KDT9,US741503BC97,3.55,15-mar-2028,3.95,--,3.95,7.46,"2,277,000.00"
ABBVIE INC,Fixed Income,0.00,101.55,"2,248,631.00","2,248,631.00",Industrial,BGQVY28,US00287YBC21,3.75,14-nov-2023,3.39,--,3.38,4.21,"2,175,000.00"
INTERNATIONAL FLAVORS & FRAGRANCES,Fixed Income,0.00,91.61,"2,251,945.60","2,251,945.60",Industrial,--,US459506AE19,4.38,01-jun-2047,4.93,--,4.93,15.18,"2,425,000.00"
REPUBLIC SERVICES INC,Fixed Income,0.00,106.33,"2,249,613.65","2,249,613.65",Industrial,B68KVR7,US760759AM22,4.75,15-may-2023,3.12,--,3.03,3.56,"2,085,000.00"
DIAGEO INVESTMENT CORPORATION,Fixed Income,0.00,102.48,"2,246,968.40","2,246,968.40",Industrial,B84XVZ2,US25245BAA52,4.25,11-may-2042,4.08,--,4.08,14.51,"2,162,000.00"
SUNTRUST BANK,Fixed Income,0.00,100.88,"2,245,678.15","2,245,678.15",Insituciones Financieras,BFZS821,US86787EAX58,3.50,02-ago-2022,3.14,--,3.11,2.29,"2,217,000.00"
GNMA2 30YR 2008 PRODUCTION,Fixed Income,0.00,111.89,"2,246,464.48","2,246,464.48",Hipotecas Respaldadas por Activos,--,--,6.00,20-sep-2038,3.24,--,3.24,3.59,"2,003,828.00"
PRECISION CASTPARTS CORP.,Fixed Income,0.00,98.07,"2,245,724.54","2,245,724.54",Industrial,B97H103,US740189AH88,3.90,15-ene-2043,4.03,--,4.03,15.09,"2,275,000.00"
EL PASO ELECTRIC CO,Fixed Income,0.00,101.40,"2,243,719.08","2,243,719.08",Servicio,BSTLMX6,US283677AZ52,5.00,01-dic-2044,4.90,--,4.90,14.15,"2,182,000.00"
BARCLAYS PLC,Fixed Income,0.00,99.52,"2,245,977.50","2,245,977.50",Insituciones Financieras,BYZDDQ8,US06738EAQ89,3.20,10-ago-2021,3.41,--,3.41,2.30,"2,250,000.00"
SIMON PROPERTY GROUP LP,Fixed Income,0.00,130.99,"2,240,451.25","2,240,451.25",Insituciones Financieras,B3PR0Y0,US828807CE50,6.75,01-feb-2040,4.45,--,4.44,12.28,"1,700,000.00"
MANUFACTURERS AND TRADERS TRUST CO,Fixed Income,0.00,98.77,"2,240,450.00","2,240,450.00",Insituciones Financieras,BDS6RR6,US55279HAL42,2.50,18-may-2022,2.91,--,2.91,2.99,"2,250,000.00"
BOSTON PROPERTIES LP,Fixed Income,0.00,102.00,"2,241,008.30","2,241,008.30",Insituciones Financieras,B5100W5,US10112RAS31,4.13,15-may-2021,3.16,--,3.04,1.84,"2,168,000.00"
FNMA 30YR 3.5% HLB 150K 2012,Fixed Income,0.00,101.48,"2,240,326.28","2,240,326.28",Hipotecas Respaldadas por Activos,--,--,3.50,01-may-2042,3.24,--,3.24,4.25,"2,204,941.00"
STANFORD UNIVERSITY,Fixed Income,0.00,98.70,"2,241,038.55","2,241,038.55",Industrial,BDRXFL8,US85440KAA25,3.65,01-may-2048,3.72,--,3.72,17.26,"2,240,000.00"
XYLEM INC/NY,Fixed Income,0.00,96.56,"2,238,697.00","2,238,697.00",Industrial,BYQ3L30,US98419MAJ99,3.25,01-nov-2026,3.77,--,3.77,6.58,"2,290,000.00"
ROGERS COMMUNICATIONS INC,Fixed Income,0.00,111.03,"2,241,479.62","2,241,479.62",Industrial,BF6DY72,US775109AZ48,5.45,01-oct-2043,4.69,--,4.68,13.62,"1,975,000.00"
METHANEX CORP,Fixed Income,0.00,91.24,"2,241,484.16","2,241,484.16",Industrial,BSNZWR8,US59151KAJ79,5.65,01-dic-2044,6.34,--,6.34,12.66,"2,414,000.00"
EDISON INTERNATIONAL,Fixed Income,0.00,90.56,"2,241,163.01","2,241,163.01",Servicio,BF28Y93,US281020AM97,4.13,15-mar-2028,5.47,--,5.47,7.23,"2,420,000.00"
CONCOPH,Fixed Income,0.00,134.72,"2,235,969.23","2,235,969.23",Industrial,2977953,US12201PAN69,7.40,01-dic-2031,3.91,--,3.91,8.82,"1,634,000.00"
NORTHERN TRUST CORP,Fixed Income,0.00,101.32,"2,232,312.10","2,232,312.10",Insituciones Financieras,B592VP3,US665859AM63,3.38,23-ago-2021,2.81,--,2.81,2.33,"2,199,000.00"
